ID,CC Diff (slow-fast),HV Diff (slow-fast),MI Diff (slow-fast),Slow-Fast MediTime
0,1,45.59,0.80,53538.2438
1,0,19.65,-3.57,51728.0663
2,1,22.44,7.17,51469.8874
3,0,0.00,0.00,51017.1755
4,0,12.75,-2.29,49092.1300
5,0,-82.43,7.30,48569.0177
6,0,41.53,-4.11,48476.5341
7,0,24.38,-2.77,48443.4632
8,0,-61.00,2.23,47964.8051
9,0,0.00,0.00,47107.7927
10,-1,-51.27,1.44,45341.7685
11,0,9.61,-0.76,44793.7987
12,-1,0.00,-6.87,43640.1066
13,-1,15.17,-4.61,43088.5658
14,-1,187.70,-12.47,42768.2193
15,-1,155.69,-9.06,42754.6950
16,-1,84.21,-3.74,42726.0844
17,-1,115.52,-6.08,42701.7223
18,0,-60.99,13.40,42242.0642
19,0,53.09,-4.42,42139.6575
20,1,150.55,-24.26,42087.6637
21,3,304.73,-14.10,41071.6414
22,-1,23.23,-0.97,40809.1420
23,1,63.84,-13.31,40721.4187
24,-2,-114.86,7.95,40696.3998
25,-2,-129.45,11.62,40484.1867
26,1,63.84,-13.31,40162.5425
27,-2,-98.28,6.29,39935.9012
28,-2,-112.87,9.96,39779.6451
29,1,63.84,-13.31,39718.1080
30,1,63.84,-13.31,39690.3973
31,1,63.84,-13.31,39540.5480
32,1,63.84,-13.31,39165.4856
33,1,63.84,-13.31,38852.1958
34,1,63.84,-13.31,38851.4050
35,0,64.54,-4.51,38424.0735
36,0,19.96,-2.15,38332.8764
37,1,63.84,-13.31,38130.0210
38,0,51.13,-3.63,37832.3684
39,0,41.27,-2.50,37815.3898
40,0,-9.51,0.75,37501.2074
41,0,-20.44,0.62,37317.5283
42,0,10.10,-1.02,37232.0484
43,0,10.73,-0.86,37060.1314
44,-1,-9.39,0.87,36975.9578
45,0,33.37,-3.03,36819.6398
46,0,-44.98,1.23,35141.9107
47,-1,20.73,-9.07,33940.3658
48,-4,60.53,-2.22,33892.5826
49,-4,27.42,-0.64,33752.7104
50,0,-31.36,2.31,32659.9158
51,-1,-120.88,9.35,32152.7282
52,0,20.36,-6.64,32144.2646
53,0,29.26,-3.54,31933.9854
54,0,20.36,-6.64,31707.0963
55,0,0.00,0.00,31587.1543
56,-3,-104.38,4.46,31274.5389
57,0,20.36,-6.64,30984.8803
58,1,67.05,-7.45,30835.5031
59,1,-71.89,2.32,30574.0612
60,-1,65.88,-3.45,30566.1674
61,0,-15.43,3.82,30364.3210
62,0,24.80,-0.96,30353.5804
63,-1,53.40,-0.56,30109.5020
64,0,90.56,-2.36,29980.1160
65,0,90.56,-2.36,29907.9043
66,0,-181.19,8.03,29879.9274
67,0,90.56,-2.36,29712.3187
68,0,-26.35,3.94,28923.7539
69,-1,0.00,-6.87,28867.8158
70,0,40.53,-3.59,28843.0820
71,0,45.87,-2.90,28210.1867
72,0,-16.05,-2.23,28062.5709
73,0,-20.04,-1.10,27927.3632
74,0,-81.78,1.53,27868.3500
75,-1,-13.59,-4.70,27771.3186
76,0,33.64,-1.78,27637.9624
77,-1,-17.62,-0.49,27192.0412
78,0,36.35,-1.59,26842.3861
79,1,48.67,1.05,26782.4890
80,0,-32.71,8.12,26734.3685
81,1,70.85,-10.11,26156.0971
82,-1,-89.70,6.31,26091.3882
83,0,6.88,0.74,25836.3644
84,0,-2.73,2.45,25722.5441
85,0,-79.47,5.66,25710.1844
86,0,6.98,0.74,25511.2819
87,-1,-99.33,8.39,25286.3949
88,-1,-58.15,0.88,25273.6597
89,0,16.60,-0.97,25222.7554
90,-1,-102.75,7.74,24701.8475
91,-2,-72.62,2.32,24678.0818
92,0,30.24,-3.59,24632.1149
93,2,75.77,-1.82,24323.0339
94,-4,-186.05,3.25,24016.9107
95,-4,-186.05,3.25,23972.9091
96,0,0.00,0.00,23610.2893
97,-1,-55.37,-1.61,23409.0394
98,-3,-406.05,18.62,22983.8404
99,-1,2.73,-1.87,22657.0934
100,3,222.56,-14.61,22388.7327
101,0,-15.91,2.09,22138.3412
102,0,23.19,-2.41,21582.5781
103,-1,-52.89,-3.01,21403.6929
104,-1,8.13,-7.04,21249.7460
105,0,119.90,-6.45,20805.3208
106,-2,-42.95,1.80,20595.4884
107,0,21.12,-2.24,20477.3805
108,0,22.72,7.40,20030.6944
109,0,-7.57,0.71,20026.5402
110,3,108.37,-9.63,19665.9329
111,1,389.94,-23.78,19603.0176
112,1,41.12,2.43,19419.0279
113,1,364.04,-18.99,19412.0898
114,1,177.74,-7.63,19355.1969
115,0,-34.14,0.67,19269.5747
116,0,-65.99,10.96,19251.9927
117,0,0.00,0.00,19151.5000
118,0,0.00,0.00,19081.7750
119,0,-61.13,9.51,19065.4381
120,0,37.60,-2.75,18616.9286
121,0,-10.95,7.37,18613.1644
122,-1,3.17,-7.14,18550.6974
123,0,-10.95,7.37,18308.8296
124,0,34.60,-2.44,18204.8665
125,0,-10.95,-5.77,18131.6357
126,0,-10.95,-5.77,18083.9302
127,0,7.53,0.52,17935.9897
128,-4,-74.24,-1.32,17920.8152
129,-1,-32.79,5.23,17845.6651
130,0,54.40,-1.47,17656.0978
131,2,126.21,-3.06,17644.9576
132,0,-10.95,0.80,17617.2245
133,0,-13.59,2.17,17563.7873
134,2,115.52,-2.59,17559.4323
135,0,1.08,-1.74,17519.4199
136,0,9.91,-0.21,17480.0579
137,0,-10.95,0.80,17128.7465
138,0,-27.83,0.11,17022.7866
139,2,127.78,-2.84,16979.0680
140,0,-9.09,-1.93,16956.8652
141,0,6.95,-5.33,16939.5958
142,2,138.47,-3.30,16850.3236
143,0,-12.60,4.22,16833.9631
144,-3,-92.76,-1.94,16826.7905
145,-3,-118.33,8.27,16798.6371
146,1,122.67,-2.35,16748.9553
147,0,7.91,-5.98,16675.0753
148,12,111.38,-13.03,16633.4674
149,-3,-88.44,0.43,16593.2786
150,0,0.00,0.00,16553.5442
151,0,12.56,-4.36,16540.8036
152,0,13.59,-2.17,16540.1694
153,0,2.30,-6.95,16516.1408
154,-3,-114.01,10.64,16467.9789
155,0,9.36,-0.85,16430.0298
156,0,12.54,-0.54,16082.1953
157,0,-21.96,1.64,16077.6108
158,0,28.22,-3.15,16038.3201
159,-2,-103.41,0.61,16015.5794
160,0,-31.43,8.31,15996.4087
161,0,74.57,-4.80,15823.6327
162,0,-7.75,1.11,15668.4975
163,0,-32.71,8.12,15607.8560
164,0,-68.37,15.41,15575.4119
165,0,-66.02,11.81,15574.6324
166,0,-98.76,4.88,15548.9053
167,0,18.27,-2.11,15514.1427
168,0,0.00,0.00,15498.7913
169,-3,-124.50,8.30,15391.5136
170,0,1.09,-5.92,15389.2021
171,0,-4.52,-6.89,15351.9091
172,0,-26.44,7.97,15235.3955
173,0,9.12,0.65,15205.4517
174,0,29.08,-8.61,15200.1480
175,0,-8.49,-0.25,15137.4434
176,-3,-98.94,-1.91,15129.0499
177,0,18.27,-2.11,14975.4048
178,0,18.27,-2.11,14954.5020
179,3,215.43,-15.71,14951.7375
180,0,18.27,-2.11,14935.2315
181,0,-0.92,3.15,14899.9312
182,-1,-13.57,-6.25,14841.6650
183,0,0.00,0.00,14772.1430
184,0,-33.67,6.52,14735.3595
185,3,148.17,-7.68,14666.4836
186,0,0.00,0.00,14587.0437
187,0,13.59,-2.17,14475.4360
188,1,30.97,1.01,14428.6557
189,1,30.97,1.01,14424.2791
190,-12,-101.79,15.20,14378.6211
191,0,28.02,-1.94,14314.5714
192,0,22.17,-1.48,14311.0088
193,1,30.97,1.01,14194.5549
194,0,22.17,-1.48,14158.1174
195,0,0.00,0.00,14149.1446
196,0,-11.44,-1.61,14113.2396
197,0,39.03,-5.98,14087.7513
198,0,0.08,0.03,14036.9083
199,1,30.97,1.01,14012.1993
200,0,1.87,-1.48,13963.2387
201,0,-17.84,6.14,13927.4563
202,0,19.18,-3.17,13922.9867
203,1,-128.05,6.70,13891.2301
204,1,-128.05,6.70,13853.1332
205,0,28.22,-3.15,13796.0514
206,1,51.13,-6.46,13742.7213
207,1,-43.14,5.19,13700.1711
208,0,-27.14,7.67,13661.5866
209,-1,-22.36,-5.08,13649.2004
210,0,19.94,-2.77,13633.5531
211,-1,-84.85,5.24,13625.4314
212,0,0.00,0.00,13531.6557
213,0,-56.41,5.47,13428.0263
214,0,0.00,0.00,13421.3672
215,0,15.51,2.10,13374.7199
216,0,-27.37,3.87,13311.6999
217,1,-128.05,6.70,13296.4896
218,0,-12.57,2.58,13245.8719
219,1,63.89,-8.24,13223.8082
220,0,-49.38,2.85,13170.1202
221,0,18.03,-1.50,13150.3270
222,0,-20.39,-3.27,12961.1950
223,-1,-104.70,10.71,12957.2169
224,0,0.00,0.00,12946.2861
225,-1,54.15,-0.54,12942.1273
226,1,8.50,5.95,12860.1924
227,1,-43.14,5.19,12851.5834
228,-1,-35.68,8.27,12750.6479
229,0,51.13,-6.96,12702.8495
230,-2,-157.11,2.82,12671.9584
231,0,-61.39,10.00,12666.6098
232,0,4.64,-1.80,12625.9445
233,1,70.91,-0.56,12602.6024
234,0,136.76,-11.92,12498.2982
235,2,97.50,-3.48,12451.9931
236,0,-57.06,4.46,12440.3793
237,-1,-11.00,5.27,12398.1568
238,1,85.07,-3.58,12391.0195
239,-1,-57.08,1.41,12388.6844
240,-1,-68.16,2.39,12289.7139
241,0,0.00,0.00,12260.8593
242,0,-10.53,0.79,12198.1782
243,0,-4.64,-2.79,12196.3323
244,0,0.00,0.00,12124.0587
245,0,-80.27,4.22,12112.5400
246,0,63.66,-3.92,12034.9756
247,1,66.11,-8.55,11819.9330
248,0,14.03,-0.43,11704.0218
249,2,134.07,-13.56,11644.4569
250,1,113.19,-1.42,11502.5320
251,1,83.12,-9.06,11464.9135
252,1,39.85,-2.00,11424.2155
253,0,-25.47,-1.81,11397.7519
254,0,0.00,0.00,11395.8508
255,1,130.55,-3.89,11388.9028
256,0,-55.60,1.22,11324.2284
257,12,52.82,-12.83,11243.9201
258,2,118.35,-11.42,11234.3921
259,-1,-36.19,1.01,11225.8503
260,0,28.43,-3.12,11051.2708
261,-1,-65.13,1.50,11037.6506
262,0,63.66,-3.92,10886.7779
263,0,-16.88,-0.01,10857.5400
264,0,-7.34,-2.10,10839.4967
265,-1,-52.83,1.27,10790.3908
266,-1,-57.41,3.05,10782.2669
267,0,12.91,-0.53,10766.1940
268,0,-46.55,3.04,10731.4972
269,0,-9.17,0.59,10717.1541
270,0,-43.80,2.74,10709.1046
271,0,0.00,0.00,10704.5469
272,0,0.00,0.00,10670.4971
273,0,50.60,-4.12,10646.1177
274,0,10.93,-0.40,10630.1916
275,-1,-74.35,3.28,10613.8841
276,0,6.67,-5.01,10598.8810
277,-1,-61.17,8.94,10474.6164
278,0,0.00,0.00,10394.3953
279,0,35.60,-3.41,10369.9858
280,4,194.57,-6.89,10338.6504
281,-1,-61.17,5.32,10325.5817
282,4,194.57,-6.89,10323.2297
283,0,16.08,-3.22,10152.0546
284,0,21.79,-1.20,10053.0874
285,-1,-40.14,1.41,10053.0090
286,0,41.23,-7.48,10052.0618
287,-4,-158.41,-0.92,10041.2643
288,-1,19.99,-9.26,9985.4075
289,0,24.42,-4.07,9971.6972
290,1,-11.33,-3.54,9962.0107
291,0,-23.79,1.24,9954.5363
292,-1,-64.44,4.25,9931.4788
293,1,77.39,-10.84,9923.3109
294,-4,-148.59,-2.23,9921.1565
295,0,0.00,0.00,9891.9443
296,-1,-43.08,6.43,9805.9510
297,-1,-43.08,2.36,9790.2705
298,1,9.05,6.60,9770.0096
299,0,-8.18,0.33,9746.7830
300,0,-20.72,1.48,9704.4290
301,-1,-23.22,0.63,9695.4295
302,0,0.00,0.00,9665.9743
303,-1,-52.07,1.38,9630.6212
304,0,-12.02,0.56,9615.5375
305,0,50.02,-3.33,9589.8494
306,0,-123.26,8.35,9551.2605
307,1,54.09,-1.40,9524.7819
308,0,-81.86,2.24,9522.6693
309,0,-33.19,2.82,9513.6724
310,1,57.67,5.23,9498.6793
311,-1,-61.10,1.87,9495.3279
312,-1,-42.33,2.58,9493.2452
313,1,246.79,-17.73,9419.0034
314,0,10.76,-0.84,9407.3458
315,0,0.00,0.00,9391.4085
316,0,28.22,-3.15,9388.8294
317,-1,43.14,-5.19,9387.8960
318,-1,-35.68,1.10,9379.1166
319,0,-4.70,-0.28,9362.8998
320,-1,-61.10,1.87,9343.8298
321,0,26.11,-2.30,9328.7763
322,1,11.78,6.46,9313.7032
323,-1,-61.10,1.87,9303.4944
324,0,60.55,-8.92,9289.9586
325,0,53.37,-8.11,9282.8252
326,0,28.22,-3.15,9277.1327
327,0,-14.23,4.88,9189.7157
328,0,-8.78,0.44,9134.9688
329,1,222.47,-7.48,9091.3611
330,0,-8.92,2.25,9078.4655
331,0,-105.45,8.05,9072.1734
332,1,92.99,2.15,9039.3353
333,0,-39.55,0.15,9009.3348
334,0,42.10,-2.34,8991.6223
335,0,29.06,-2.28,8975.8977
336,0,-31.71,5.12,8971.9727
337,0,32.59,-2.07,8969.7265
338,0,-28.40,7.20,8950.2112
339,1,255.84,-16.22,8919.3111
340,0,6.78,-1.70,8874.0187
341,0,27.23,0.55,8837.8184
342,1,168.70,-12.44,8809.0663
343,0,-32.90,5.87,8786.3179
344,0,214.65,-12.44,8770.3060
345,0,39.49,-2.49,8757.4285
346,0,-20.02,2.77,8737.6354
347,3,180.95,-7.58,8727.1549
348,0,119.90,-6.45,8722.3372
349,0,167.92,-9.23,8706.1450
350,0,52.10,-5.25,8691.3183
351,0,41.57,-3.45,8681.6954
352,0,189.44,-10.51,8655.2279
353,0,85.84,-6.12,8631.1022
354,0,-13.77,2.73,8628.5342
355,0,-7.37,-9.01,8572.1707
356,0,6.85,-1.93,8571.6688
357,1,237.57,-15.66,8551.5459
358,1,216.57,-14.66,8543.8300
359,1,17.29,-3.42,8539.0820
360,1,126.12,-4.14,8504.8032
361,0,0.00,0.00,8497.6817
362,0,39.84,-2.21,8471.7643
363,2,199.35,-13.56,8471.1691
364,0,-28.18,5.79,8461.4576
365,0,49.30,-3.67,8455.8298
366,0,-19.21,2.78,8454.5446
367,1,59.75,4.89,8410.6802
368,0,0.00,0.00,8395.9475
369,0,-11.80,0.13,8381.1014
370,0,0.00,0.00,8358.8163
371,0,-29.98,1.73,8355.6165
372,0,-4.46,0.87,8323.1800
373,0,-19.61,3.08,8299.8104
374,1,77.98,-5.07,8291.3794
375,1,97.74,-3.55,8243.4780
376,0,56.24,-2.53,8238.8575
377,1,2.98,2.89,8233.0915
378,0,153.59,-13.83,8225.5627
379,0,-4.91,0.21,8206.6093
380,1,62.94,-2.89,8191.3130
381,-1,-46.70,3.04,8189.0255
382,0,-19.14,3.18,8175.5536
383,0,-0.21,6.05,8134.6809
384,0,8.50,-3.05,8069.6027
385,0,129.27,-3.58,8053.1079
386,0,-22.06,-1.93,8049.0316
387,0,0.00,-2.22,8005.8509
388,0,12.34,-1.08,8001.6884
389,-2,-117.42,1.60,7993.3350
390,0,-31.25,8.07,7987.1371
391,0,8.50,-3.05,7949.0611
392,0,162.64,-12.32,7931.5852
393,0,31.87,-2.11,7918.7187
394,1,38.22,-0.08,7908.4308
395,0,6.22,-0.08,7890.2972
396,-1,43.14,-5.19,7883.9588
397,0,-7.27,-1.43,7878.1641
398,0,75.50,-8.54,7861.8621
399,-1,-7.36,-2.22,7858.7156
400,0,0.00,0.00,7850.8349
401,0,1.12,0.01,7850.4152
402,0,-7.37,-9.01,7811.4936
403,0,4.54,0.35,7707.6631
404,-1,96.24,-6.61,7701.2537
405,0,32.92,-0.23,7690.8167
406,0,-20.81,0.98,7681.6590
407,0,-19.51,2.39,7675.6669
408,0,-11.99,0.59,7669.2909
409,0,-7.37,-9.01,7663.4738
410,0,0.00,0.00,7653.5639
411,0,-8.78,0.56,7650.1869
412,-1,-66.04,12.51,7647.2869
413,0,0.00,0.00,7638.2136
414,0,-28.22,-2.00,7628.1375
415,0,56.24,-2.53,7605.2530
416,0,0.00,0.00,7587.7858
417,0,-67.34,11.11,7581.8134
418,1,32.43,-4.68,7578.9183
419,0,123.37,-10.76,7568.4131
420,0,28.84,-1.08,7557.8223
421,-1,74.72,-5.33,7504.1115
422,0,32.79,-3.08,7498.5761
423,0,12.51,-3.38,7480.7056
424,0,0.00,0.00,7443.0060
425,0,0.00,0.00,7439.5584
426,0,45.38,-6.15,7434.3811
427,0,15.93,-0.31,7428.6069
428,0,144.38,-11.76,7415.3927
429,0,0.00,0.00,7387.1446
430,-1,-44.07,-4.34,7344.9718
431,-1,-124.51,6.80,7341.2453
432,0,20.02,-5.67,7340.2727
433,0,53.72,-6.73,7339.7467
434,0,-59.87,1.31,7316.2642
435,0,0.00,0.00,7306.7604
436,0,6.31,-0.14,7294.1634
437,0,28.83,-14.35,7293.8590
438,0,0.00,0.00,7279.2773
439,0,0.00,-0.53,7258.8680
440,0,-7.37,-9.01,7220.5958
441,0,0.00,0.00,7215.6756
442,0,47.08,-6.23,7194.2684
443,0,35.40,-2.11,7182.4720
444,0,0.00,-1.54,7101.1137
445,0,53.37,-7.78,7096.5960
446,-2,-47.32,3.25,7087.9980
447,-1,-55.05,4.30,7057.2130
448,1,19.82,-1.92,7055.6277
449,0,9.61,0.18,7045.4915
450,-1,-9.29,-6.56,7010.3892
451,1,127.28,-12.63,6971.7530
452,0,45.66,-6.64,6968.2659
453,0,11.44,-1.30,6963.9590
454,-1,-32.51,2.10,6963.6997
455,0,-30.26,1.01,6919.3425
456,-2,-1.53,2.26,6884.6471
457,0,-106.50,14.01,6856.0820
458,1,111.85,-0.51,6835.0296
459,0,-34.66,4.18,6827.9675
460,0,20.28,0.54,6813.7826
461,0,30.68,-0.07,6775.9475
462,2,90.61,-3.82,6760.5429
463,-8,-167.22,12.02,6758.8415
464,1,-8.13,7.04,6752.9733
465,-1,-57.54,7.81,6727.0347
466,0,0.00,0.00,6694.7546
467,1,39.69,4.22,6676.4523
468,-4,-98.38,-0.03,6668.6882
469,0,-2.36,1.91,6664.4410
470,-4,-114.23,0.23,6651.2951
471,0,6.25,-0.03,6646.4272
472,-1,119.69,-5.13,6638.9544
473,1,101.35,-2.62,6636.9572
474,1,40.59,0.69,6608.9997
475,1,222.64,-5.89,6592.0384
476,0,-4.25,0.12,6591.5279
477,0,28.81,-2.11,6585.6659
478,0,2.22,-0.08,6565.8138
479,1,192.30,-4.79,6556.6820
480,2,214.68,-2.04,6556.6410
481,1,62.51,-0.10,6556.2464
482,0,56.40,-1.60,6550.5532
483,1,123.27,-3.41,6516.1697
484,1,51.60,2.41,6508.8681
485,-1,-97.95,4.20,6478.7202
486,-1,171.96,-7.02,6463.5449
487,0,0.00,-1.86,6463.4164
488,0,0.00,0.00,6457.2014
489,1,20.31,-4.49,6454.3088
490,-1,38.20,-4.46,6449.1566
491,-1,71.26,-5.18,6445.8593
492,0,-21.28,3.24,6438.5443
493,1,92.86,-1.20,6433.0860
494,2,192.76,-1.26,6432.8377
495,1,170.38,-4.00,6425.8450
496,0,0.00,0.00,6424.0817
497,2,245.03,-3.14,6422.3993
498,1,153.61,-4.51,6403.0846
499,4,152.18,-3.15,6400.8896
500,1,133.77,-1.30,6399.8442
501,1,164.11,-2.40,6389.9415
502,0,2.18,-2.33,6384.0118
503,0,0.00,0.00,6369.7041
504,-1,19.00,-3.30,6368.6806
505,-1,40.91,-4.08,6355.4875
506,0,-76.15,6.16,6308.7496
507,0,-9.81,5.70,6300.9988
508,0,0.00,-1.86,6286.6864
509,-1,16.28,-3.67,6270.1238
510,0,59.67,-3.41,6254.7045
511,0,-19.36,2.75,6252.5250
512,-1,141.61,-5.92,6229.5569
513,-1,68.54,-5.56,6226.9476
514,-2,-153.93,14.44,6196.2877
515,0,0.00,-0.66,6187.5561
516,0,-16.31,1.20,6158.0222
517,0,111.94,-5.30,6153.3711
518,0,81.59,-4.20,6124.3993
519,0,-31.47,1.31,6102.4184
520,0,-15.50,2.19,6035.5553
521,0,2.68,1.27,5985.0347
522,0,0.00,0.00,5981.8138
523,-1,-62.55,5.89,5973.2018
524,0,-12.30,0.52,5958.5895
525,0,-6.58,-0.55,5934.4614
526,0,-8.64,0.76,5926.0913
527,-2,6.69,-0.88,5903.2962
528,0,70.98,-4.27,5885.0743
529,0,3.02,0.16,5879.3778
530,0,-7.06,3.18,5871.5559
531,0,60.23,-6.66,5855.7478
532,0,13.04,-5.66,5808.4915
533,3,164.66,-1.64,5805.7925
534,0,37.89,-4.91,5771.9350
535,0,-47.69,2.29,5764.2532
536,0,-80.51,7.70,5743.5251
537,0,0.00,0.00,5733.0384
538,0,6.86,-0.39,5656.7670
539,0,-22.45,-2.28,5649.2863
540,0,0.00,0.00,5646.3793
541,0,0.00,0.00,5623.2009
542,0,-14.35,-1.25,5607.2436
543,1,103.52,-11.62,5606.8492
544,0,60.23,-6.66,5599.7852
545,0,8.92,-2.37,5593.5486
546,0,-56.41,6.70,5586.1171
547,0,4.59,-2.00,5579.0352
548,1,9.61,3.96,5573.2984
549,0,-7.48,-2.16,5571.6105
550,0,6.07,-0.08,5564.0631
551,-1,-39.73,3.48,5561.4049
552,-5,-114.23,1.69,5559.0719
553,-1,-77.52,2.70,5556.2612
554,0,-86.27,7.48,5546.1387
555,0,8.64,2.90,5535.1557
556,0,60.23,-6.66,5531.7413
557,0,-21.03,6.97,5523.4574
558,-4,-105.03,10.04,5503.7338
559,0,60.23,-6.66,5487.6019
560,0,11.27,1.17,5481.6333
561,1,138.74,-0.37,5469.6259
562,0,39.99,-8.92,5462.0998
563,1,4.40,0.42,5432.5202
564,0,55.49,-3.21,5422.3636
565,0,55.49,-1.66,5414.7953
566,-1,-168.53,9.88,5330.6325
567,0,0.00,0.00,5325.6446
568,0,6.31,-0.17,5313.7180
569,0,-51.08,8.32,5298.3357
570,0,0.00,0.00,5293.4746
571,0,-68.77,10.21,5280.2374
572,12,119.38,-13.85,5261.6036
573,0,0.00,0.00,5260.7012
574,0,60.23,-6.66,5234.3371
575,0,8.61,-1.43,5233.8200
576,-3,-103.76,1.90,5228.5805
577,0,3.02,0.16,5228.4785
578,0,-11.05,0.13,5192.7015
579,0,18.09,-1.07,5140.1081
580,1,184.36,-3.28,5130.5708
581,-1,-68.38,0.92,5129.6180
582,0,0.00,0.00,5121.6820
583,1,40.52,-3.17,5110.6790
584,0,-47.55,7.84,5099.5724
585,1,72.38,-8.73,5081.2547
586,0,60.23,-6.66,5049.9392
587,3,43.72,4.47,5035.7105
588,0,6.15,-2.70,5015.6179
589,1,70.25,-2.45,5000.8790
590,-1,-41.30,2.50,4997.0383
591,0,60.23,-6.66,4952.1483
592,-1,-57.71,1.65,4951.7135
593,0,0.00,0.00,4947.2258
594,-1,-83.59,10.72,4903.9841
595,0,68.94,3.50,4891.7728
596,0,-4.59,1.05,4851.0019
597,-1,-12.30,3.27,4835.0187
598,0,-28.15,-0.93,4819.1940
599,0,53.15,-7.57,4800.0411
600,0,60.23,-6.66,4782.8666
601,-1,-117.72,9.04,4781.6421
602,0,-30.20,7.87,4770.7170
603,0,60.23,-6.66,4769.8950
604,0,55.96,-5.09,4753.7398
605,0,-28.15,-0.93,4739.9695
606,0,0.00,1.30,4731.0771
607,0,60.23,-6.66,4724.6007
608,0,-96.46,10.70,4715.3246
609,0,-39.20,5.86,4707.0789
610,1,-67.21,5.31,4683.6696
611,-2,-192.42,10.29,4682.3912
612,0,24.21,-0.59,4665.3481
613,0,9.81,-0.02,4650.4222
614,0,16.93,1.16,4600.2780
615,1,4.64,5.08,4574.5483
616,-1,21.52,-4.90,4542.5323
617,0,2.01,0.04,4535.7427
618,0,42.87,-0.02,4519.3143
619,0,-44.26,4.84,4518.9349
620,0,60.23,-6.66,4518.1802
621,0,0.00,0.00,4506.6931
622,1,13.93,3.37,4504.7607
623,0,-15.19,0.72,4499.5341
624,0,6.31,-0.72,4498.2799
625,0,0.00,0.00,4497.3829
626,0,17.41,-0.07,4490.9990
627,0,-108.96,12.44,4454.7243
628,0,126.98,-13.83,4424.9797
629,0,60.23,-6.66,4395.0005
630,0,-16.80,0.54,4392.9173
631,0,6.28,-2.58,4374.8920
632,0,-21.73,0.66,4329.2687
633,0,66.31,-6.43,4323.6372
634,2,90.47,1.20,4323.4875
635,0,6.28,-2.58,4321.6054
636,0,92.88,-5.47,4317.1764
637,5,90.44,3.94,4304.8634
638,0,-25.65,0.92,4287.3397
639,0,6.35,-2.22,4287.3056
640,0,39.26,-2.84,4278.9320
641,1,77.73,1.54,4259.9082
642,2,61.30,-2.53,4247.2353
643,1,135.00,-11.95,4237.0656
644,-1,-42.67,-2.76,4206.7967
645,0,-32.71,3.35,4175.3670
646,0,73.23,-8.45,4152.2395
647,0,0.00,0.00,4146.5347
648,0,-11.29,0.34,4138.6276
649,0,-19.65,2.60,4133.7224
650,0,20.58,-0.19,4129.2950
651,-1,26.32,0.24,4125.8797
652,0,-18.92,3.80,4124.1816
653,0,60.23,-6.66,4123.6261
654,0,-3.81,2.66,4118.1733
655,1,48.49,-8.77,4115.2607
656,1,-9.81,6.39,4113.1190
657,1,32.47,3.72,4099.0295
658,0,12.75,-2.53,4091.9761
659,0,15.07,0.57,4090.2101
660,0,-27.66,1.97,4085.7158
661,0,-20.34,2.06,4070.1507
662,0,6.39,-0.03,4060.4057
663,0,0.00,0.00,4047.5366
664,-6,-168.89,1.15,4007.7203
665,0,7.37,9.01,4003.6733
666,0,6.28,-2.58,3990.3331
667,0,2.18,2.48,3988.6107
668,-1,-61.91,-0.64,3974.1144
669,0,2.85,-0.29,3959.5228
670,1,62.43,-3.01,3936.4413
671,0,-114.11,4.24,3934.9030
672,1,39.66,-3.74,3923.6636
673,0,36.18,-4.13,3922.3804
674,0,7.37,9.01,3866.5425
675,0,7.37,9.01,3856.9243
676,0,28.13,-0.68,3851.1139
677,0,7.37,9.01,3846.4870
678,-1,-28.24,0.15,3829.7542
679,1,-43.14,5.19,3817.6151
680,0,36.19,-3.43,3811.1002
681,0,-4.00,-4.87,3762.8748
682,0,7.37,9.01,3741.9964
683,2,71.44,-2.56,3678.9226
684,-1,-167.23,10.84,3674.6592
685,0,36.19,-3.43,3674.5524
686,0,0.00,0.79,3659.4674
687,0,-21.73,0.66,3605.2964
688,4,165.25,-0.84,3601.2988
689,0,-6.55,0.42,3583.0042
690,0,31.44,-5.21,3580.9374
691,-1,-91.65,-1.33,3560.4531
692,0,0.00,0.00,3515.2694
693,-2,-30.53,2.71,3513.6178
694,-2,-118.53,6.90,3498.1032
695,-1,-32.23,3.20,3491.5358
696,-1,30.33,1.11,3468.4581
697,0,21.16,-2.39,3459.8356
698,-1,-41.81,3.55,3448.9572
699,0,7.65,4.42,3445.5774
700,0,2.68,-1.10,3424.9397
701,0,0.00,0.00,3413.3496
702,0,37.70,0.22,3401.2719
703,-1,-27.23,-4.64,3400.8475
704,2,133.70,-4.38,3386.5757
705,-2,15.26,1.72,3386.5578
706,0,-23.70,-0.90,3383.2336
707,-2,-118.53,6.90,3381.4427
708,1,37.04,1.86,3376.8675
709,-2,-36.20,-1.21,3364.0780
710,0,0.00,0.18,3349.1929
711,-2,-353.17,21.63,3347.1771
712,2,79.33,-5.62,3340.3439
713,0,-5.25,1.08,3328.0249
714,0,-58.50,1.55,3317.5218
715,4,189.21,-4.92,3305.0899
716,0,33.44,-0.50,3294.1889
717,-1,-83.14,12.72,3278.5731
718,0,-10.37,4.30,3242.1674
719,0,-56.30,-1.11,3236.6630
720,0,-11.05,2.16,3165.8027
721,1,42.61,0.59,3155.5239
722,0,-11.47,-1.60,3148.5825
723,0,10.45,-1.01,3142.2714
724,0,4.70,1.02,3139.7418
725,0,29.73,-1.32,3136.2333
726,-2,-17.15,-5.05,3134.4431
727,0,58.33,-5.85,3133.9337
728,2,238.93,-12.78,3125.2980
729,1,7.08,4.90,3114.7165
