ID,CC Diff (slow-fast),HV Diff (slow-fast),MI Diff (slow-fast),Slow-Fast MediTime
2180,0,120.67,-13.59,200.5350
2181,0,-39.40,8.90,200.2559
2182,2,25.93,2.53,199.3843
2183,0,39.74,-4.88,199.2925
2184,0,-44.16,7.43,198.9233
2185,-1,-42.64,-3.71,198.8838
2186,0,25.86,-1.34,198.7925
2187,-1,-11.61,-5.36,198.4443
2188,-4,24.55,1.85,198.0653
2189,-1,-10.00,-3.40,197.6072
2190,0,-5.84,0.02,197.4127
2191,0,-19.10,5.50,197.3045
2192,1,73.07,-8.00,197.2546
2193,0,0.00,0.00,196.8452
2194,0,-12.35,3.97,196.8142
2195,3,124.16,-19.23,196.6956
2196,0,-19.10,5.50,196.4023
2197,-3,-104.67,13.89,196.0183
2198,1,180.12,-7.02,195.9850
2199,0,2.50,-0.30,195.6361
2200,2,66.84,-4.85,195.0425
2201,0,40.56,-5.63,194.9721
2202,0,-53.27,1.55,194.8016
2203,0,65.96,-6.25,194.5858
2204,0,6.27,-0.15,194.0978
2205,2,133.02,-9.25,193.9897
2206,0,-13.12,0.49,193.9250
2207,1,95.63,-1.03,193.9115
2208,0,-6.78,0.45,193.0829
2209,0,32.70,-4.46,192.5073
2210,0,124.73,-3.93,191.3886
2211,0,25.44,-1.34,191.3855
2212,0,-27.44,1.78,191.1201
2213,0,0.00,0.00,190.9597
2214,0,22.47,-1.44,190.8358
2215,0,-2.61,-0.31,190.4157
2216,0,-46.46,7.37,189.9590
2217,0,0.00,0.00,189.8168
2218,0,15.26,-3.48,189.0075
2219,-1,-98.86,7.61,187.5298
2220,0,-10.69,0.47,187.5079
2221,-4,-87.51,4.04,187.4281
2222,0,0.00,0.00,187.3724
2223,0,-123.58,16.81,186.9470
2224,0,0.00,0.00,186.4033
2225,0,10.87,-2.38,185.0513
2226,0,21.10,-3.70,184.8804
2227,-1,-16.57,-3.01,184.5348
2228,-1,-98.22,2.26,184.4807
2229,0,0.00,0.00,184.4564
2230,0,50.63,-5.73,184.1958
2231,0,889.49,-20.47,183.8777
2232,0,0.00,0.00,183.6358
2233,0,-54.76,3.39,182.8097
2234,0,9.22,-2.07,182.7996
2235,0,22.86,-1.43,182.3517
2236,1,2.03,-3.65,182.0012
2237,0,-27.66,6.57,181.7433
2238,0,-39.40,8.90,181.3191
2239,0,39.27,-1.56,181.1499
2240,-1,-23.76,2.08,180.5554
2241,0,-65.33,1.15,180.0375
2242,-1,-43.39,-0.26,180.0098
2243,0,-33.13,6.29,179.9983
2244,1,24.36,-2.80,179.9421
2245,0,0.00,0.00,179.5095
2246,1,27.28,1.32,179.0104
2247,0,-4.95,0.08,177.0661
2248,-2,-25.31,3.86,176.4079
2249,0,149.05,-14.18,176.0454
2250,0,34.71,-5.00,176.0338
2251,4,-131.00,1.70,174.4579
2252,0,0.00,0.00,174.2330
2253,2,58.52,7.50,173.8583
2254,0,35.40,-3.40,173.5020
2255,0,-19.10,5.50,172.6324
2256,0,4.86,-1.27,172.4234
2257,2,97.88,-7.85,171.9867
2258,0,129.71,-12.09,171.9799
2259,0,13.19,-2.16,171.8023
2260,1,62.99,2.12,171.7002
2261,-1,-119.08,10.31,171.2252
2262,0,40.86,-5.33,170.8779
2263,0,-60.89,7.74,170.3597
2264,1,39.66,-4.06,170.1421
2265,-3,-79.23,16.55,169.8293
2266,0,53.72,-6.73,169.6883
2267,0,19.08,1.71,169.4680
2268,0,-12.74,1.13,169.2996
2269,0,-61.83,7.69,169.1864
2270,0,-19.82,3.64,168.7811
2271,-2,-140.67,5.67,168.7147
2272,1,85.39,-2.10,168.5760
2273,-1,-130.72,8.53,168.4704
2274,4,-150.06,2.88,168.2257
2275,0,-33.98,2.16,168.1710
2276,0,13.95,-1.22,167.9240
2277,0,48.06,-5.19,167.0457
2278,0,18.71,-1.76,166.9287
2279,2,33.84,3.08,166.8995
2280,0,-27.66,6.57,166.6955
2281,0,-15.10,8.18,166.5336
2282,0,76.77,-3.77,166.4848
2283,1,-52.53,5.72,166.1340
2284,0,2.53,0.01,165.5953
2285,0,0.00,0.00,165.5313
2286,0,-4.95,0.06,165.3764
2287,0,23.42,-1.91,165.2274
2288,-1,-23.91,10.89,165.0409
2289,-1,10.50,-6.29,164.7349
2290,0,-12.65,0.22,163.8455
2291,-1,2.13,-3.84,163.7428
2292,-1,-90.67,14.59,163.7366
2293,0,-6.97,3.10,163.5464
2294,0,-37.02,6.70,162.8164
2295,0,-13.02,4.28,162.7663
2296,0,-19.82,3.21,162.6801
2297,0,-72.01,5.56,162.6537
2298,0,-41.04,3.33,162.2379
2299,1,42.29,0.78,162.1592
2300,0,0.00,0.00,161.9316
2301,0,-20.93,2.57,161.8372
2302,1,40.00,-6.67,161.6761
2303,3,139.05,-3.22,161.6695
2304,-3,-74.59,15.33,161.1755
2305,0,6.74,-0.27,161.1727
2306,0,-106.87,5.39,161.1329
2307,0,0.00,0.00,160.4409
2308,-3,-74.59,15.33,159.9945
2309,0,-11.56,2.32,159.9945
2310,3,165.66,-5.87,159.9771
2311,0,-6.51,0.46,159.9640
2312,1,11.26,4.54,159.0561
2313,0,12.36,-0.58,158.4337
2314,0,-10.26,0.14,157.9458
2315,0,-38.28,3.99,157.7947
2316,-1,10.75,-8.08,157.7759
2317,0,-7.38,-1.05,157.6429
2318,0,22.62,-2.68,157.5653
2319,0,-33.06,8.50,157.0563
2320,1,50.94,-7.29,156.3953
2321,-1,-11.89,-2.58,156.2197
2322,0,0.00,0.00,156.0128
2323,-1,-23.86,2.05,155.8946
2324,-2,-92.98,2.35,155.8190
2325,0,0.00,0.00,155.7125
2326,0,58.36,-7.02,155.5134
2327,0,-87.68,4.03,155.5126
2328,-1,63.31,-6.38,155.4721
2329,2,-195.28,7.29,155.4622
2330,-1,-47.57,6.71,154.7380
2331,-1,1.45,-8.22,154.0363
2332,0,-7.94,0.15,153.9450
2333,0,-38.67,5.64,153.6585
2334,-2,11.75,0.95,153.3208
2335,-1,16.42,-10.21,152.8950
2336,-1,-87.84,5.11,152.7161
2337,0,-64.17,8.44,152.4937
2338,0,-8.34,1.31,151.5829
2339,0,-33.09,0.43,151.3315
2340,0,16.11,-1.13,151.2447
2341,2,-206.61,5.65,151.1546
2342,1,-17.21,5.78,151.1126
2343,0,-29.86,0.31,150.6004
2344,-4,-262.67,14.63,150.5725
2345,0,-16.11,2.31,149.9843
2346,0,-10.26,2.92,149.5739
2347,0,51.98,7.77,149.5303
2348,0,64.12,-5.96,149.3788
2349,1,31.21,3.76,148.9502
2350,0,65.27,-7.01,148.8988
2351,0,-4.70,0.09,148.8307
2352,0,0.00,0.00,148.6369
2353,-1,-44.78,6.00,148.5784
2354,0,53.72,-7.97,148.5693
2355,0,0.00,0.00,148.3198
2356,4,294.30,-4.50,147.2229
2357,0,2.80,0.32,147.0781
2358,0,-144.59,17.81,146.7800
2359,1,58.70,-8.69,146.7037
2360,-1,41.79,-5.10,146.5559
2361,0,8.64,-2.64,146.2686
2362,0,33.85,-1.70,146.2605
2363,0,-6.88,-0.15,145.9424
2364,-1,-41.50,-3.27,145.7450
2365,0,23.66,-0.89,145.3132
2366,1,81.06,-10.91,144.4883
2367,1,13.02,6.80,144.3703
2368,-5,-115.24,-5.25,144.3566
2369,0,-116.39,-0.05,144.1852
2370,0,2.41,0.19,143.6802
2371,0,41.26,-6.46,143.1915
2372,0,12.59,-0.57,143.1148
2373,0,-20.18,1.79,143.0716
2374,0,0.00,0.00,142.6479
2375,0,-60.86,-2.51,142.6364
2376,0,0.00,0.00,142.5367
2377,0,53.72,-6.73,142.4354
2378,0,-23.66,0.20,142.0358
2379,0,0.00,0.00,141.6920
2380,-2,-89.27,10.69,141.3665
2381,0,41.26,-6.46,141.0410
2382,1,59.79,-3.82,140.9287
2383,0,34.18,-3.49,140.8347
2384,0,0.00,0.00,140.7744
2385,0,2.27,1.61,140.6908
2386,0,17.02,-1.30,140.4668
2387,0,23.92,7.80,140.4655
2388,0,-26.45,5.01,140.2792
2389,0,4.32,-0.12,139.9318
2390,0,0.00,0.00,139.8780
2391,-1,-68.53,5.34,139.8522
2392,0,4.75,0.28,139.7115
2393,-1,-193.37,19.61,139.4791
2394,0,0.00,0.00,139.2087
2395,0,13.93,-9.34,139.0302
2396,0,-48.07,8.46,139.0241
2397,0,0.00,0.00,138.5881
2398,-2,-94.06,6.66,138.4684
2399,0,-15.86,2.01,138.3397
2400,0,-11.65,1.41,138.0776
2401,0,18.81,-5.03,138.0453
2402,-3,-39.20,15.65,137.8603
2403,0,0.00,0.00,137.7703
2404,1,42.48,-3.31,137.6874
2405,0,0.00,0.00,137.3440
2406,-1,19.62,0.98,137.3378
2407,0,-46.46,7.37,137.0735
2408,0,-30.92,11.34,137.0243
2409,0,69.17,-2.69,136.9861
2410,-1,-93.35,5.82,136.8028
2411,0,-42.02,4.03,136.5708
2412,1,59.59,-5.11,136.4658
2413,0,24.49,-0.83,136.4117
2414,0,0.00,0.00,136.0778
2415,0,17.86,-1.19,135.8805
2416,0,0.00,0.00,135.8072
2417,0,0.00,0.00,135.5841
2418,0,40.57,-5.43,135.3453
2419,0,-29.80,0.45,135.1966
2420,-1,-27.13,4.15,135.1622
2421,0,68.16,-7.52,135.0779
2422,0,-4.75,5.70,134.8430
2423,2,48.44,-3.07,134.8418
2424,1,20.93,0.49,134.7845
2425,0,-52.90,1.44,133.9931
2426,0,-10.55,2.35,133.6145
2427,0,45.38,-7.43,133.6070
2428,0,-7.06,0.34,133.5489
2429,0,2.08,4.57,133.4899
2430,0,0.00,-2.95,133.4527
2431,0,-79.65,16.73,133.4353
2432,1,33.59,-7.98,132.7561
2433,1,56.98,-4.10,132.6441
2434,0,0.00,0.00,132.3428
2435,1,6.77,-1.44,132.0150
2436,-1,14.24,2.11,131.8003
2437,0,18.95,-4.52,131.7828
2438,0,52.66,-6.33,131.6963
2439,0,29.95,-0.63,131.6790
2440,-1,2.89,0.60,131.6014
2441,0,11.38,-0.27,131.2641
2442,2,119.84,-8.93,131.0652
2443,0,-7.73,1.04,131.0350
2444,0,-60.71,6.51,130.9111
2445,0,-111.99,-0.56,130.8724
2446,0,0.00,-1.12,130.8146
2447,-1,-16.99,-3.07,130.6746
2448,-1,14.24,2.11,130.6344
2449,0,-48.49,4.00,130.5179
2450,0,-29.67,1.17,130.5011
2451,0,-19.23,2.11,130.4183
2452,-3,-132.46,10.87,130.3158
2453,-1,6.36,1.74,130.1909
2454,0,27.67,-6.15,130.0743
2455,0,-36.89,1.28,129.9519
2456,0,6.74,-0.01,129.9512
2457,-1,32.77,0.42,129.8916
2458,0,-104.41,12.61,129.7120
2459,1,10.01,5.45,129.5509
2460,0,105.93,-2.73,129.5010
2461,0,12.68,-3.08,129.1535
2462,1,24.42,-7.50,128.5850
2463,0,13.19,-2.16,128.4989
2464,-2,-123.14,17.92,128.3908
2465,2,60.37,0.79,128.0606
2466,0,51.98,7.77,127.9503
2467,0,-23.03,6.86,127.8559
2468,0,-71.05,12.50,127.6226
2469,1,34.10,-1.12,127.3699
2470,0,0.00,0.00,127.2847
2471,-2,-58.75,8.43,127.1864
2472,0,-32.93,2.36,127.1391
2473,0,33.36,-4.50,126.8179
2474,-1,-48.65,5.43,126.5182
2475,1,54.28,-3.75,126.1970
2476,3,176.48,2.42,126.1389
2477,0,0.00,0.00,125.8911
2478,0,29.82,-4.35,125.8607
2479,0,0.00,0.00,125.8510
2480,0,76.69,-1.95,125.7940
2481,-1,-18.80,-4.23,125.6223
2482,0,7.20,0.00,125.5641
2483,0,-2.30,-1.09,125.2753
2484,2,1.61,7.73,125.1584
2485,0,-4.75,0.23,125.1546
2486,0,0.00,0.00,125.0298
2487,-1,14.24,2.11,124.8281
2488,1,8.79,6.21,124.7411
2489,2,115.52,-8.79,124.7155
2490,0,-16.46,1.58,124.6156
2491,-1,-151.73,9.54,124.2462
2492,-1,-16.99,-3.07,124.1871
2493,-1,19.62,1.22,123.7821
2494,0,158.10,-12.68,123.4718
2495,0,45.74,-6.16,123.2400
2496,1,-128.05,6.70,123.1367
2497,1,29.71,-1.53,122.9901
2498,-2,-57.15,6.76,122.8842
2499,0,-6.86,5.92,122.8288
2500,0,4.58,-1.68,122.7758
2501,0,-15.56,2.97,122.6949
2502,0,20.80,-4.60,122.3867
2503,-1,91.70,-6.97,122.3441
2504,0,-4.75,0.07,122.1801
2505,0,18.26,-0.56,121.6752
2506,0,48.67,-4.10,121.5975
2507,0,-17.38,-1.52,121.3865
2508,0,7.20,0.00,121.2034
2509,0,-11.25,0.76,120.8854
2510,0,-15.49,1.09,120.8314
2511,-1,6.36,1.74,120.8213
2512,0,41.87,-2.80,120.6945
2513,0,116.35,-3.70,120.6580
2514,0,5.09,-0.28,120.5694
2515,0,26.92,-0.04,120.5421
2516,0,13.38,-2.43,120.3942
2517,-1,19.62,1.22,120.3492
2518,0,33.85,-1.70,120.3321
2519,0,-26.92,5.39,120.2859
2520,-1,-13.56,0.71,120.1817
2521,0,-18.26,2.31,120.1772
2522,-3,-76.58,7.48,120.1347
2523,0,155.65,-8.63,119.8817
2524,-1,-417.36,23.47,119.8235
2525,0,51.98,7.77,119.6959
2526,0,0.00,0.00,119.5072
2527,0,0.00,-2.60,119.4578
2528,0,0.00,0.00,118.8011
2529,0,31.65,-3.76,118.7333
2530,0,94.88,-5.97,118.3365
2531,0,11.93,0.05,118.0669
2532,0,42.65,-5.59,117.9995
2533,1,82.56,2.47,117.9025
2534,2,154.10,-0.33,117.8872
2535,1,57.91,-3.89,117.7464
2536,2,46.69,1.56,117.7121
2537,0,-2.93,-0.17,117.7059
2538,-1,-40.28,-1.99,117.4493
2539,-1,9.29,-8.41,117.4241
2540,1,-27.67,-2.99,117.2815
2541,0,0.00,0.00,117.2694
2542,0,38.01,-2.87,117.1911
2543,-1,-48.14,5.15,117.0890
2544,2,64.21,0.93,116.8354
2545,0,11.23,-0.31,116.7992
2546,0,47.08,-6.66,116.6724
2547,0,-4.91,1.20,116.5443
2548,2,95.57,3.16,116.2964
2549,-1,-12.02,-4.55,116.1831
2550,0,8.78,-7.88,116.1303
2551,-1,32.77,0.42,116.0810
2552,1,18.79,1.82,115.5940
2553,0,60.08,-3.70,115.5922
2554,0,47.94,-5.23,115.5807
2555,0,11.07,-0.20,115.5538
2556,2,137.40,-9.77,115.4132
2557,0,18.95,-4.52,115.3372
2558,0,43.52,-3.91,114.9879
2559,0,172.15,-6.26,114.8872
2560,1,25.32,0.91,114.7647
2561,0,18.32,-5.44,114.5954
2562,0,0.00,0.00,114.3663
2563,0,-12.06,-5.51,114.2378
2564,-1,-25.14,1.01,114.2168
2565,0,20.02,-2.73,114.1395
2566,0,60.46,-9.33,114.0331
2567,0,-16.84,1.86,113.7572
2568,4,269.25,-7.63,113.6511
2569,3,94.98,-1.26,113.6344
2570,-1,-51.56,10.14,113.4630
2571,0,0.00,0.00,113.3118
2572,0,-7.22,-0.60,113.2936
2573,1,21.33,3.53,113.2815
2574,0,2.82,0.22,113.2703
2575,0,9.17,-1.72,112.5935
2576,2,2.82,14.50,112.2280
2577,-1,19.62,0.98,112.0917
2578,-1,-9.53,-7.97,112.0193
2579,0,14.96,-1.00,111.7312
2580,0,-9.17,-0.00,111.3739
2581,0,116.35,-4.53,111.2182
2582,1,92.91,-5.76,111.0597
2583,0,-19.75,2.43,110.8549
2584,3,62.52,8.95,110.7751
2585,-1,-5.02,-4.59,110.5417
2586,0,7.34,-0.32,110.5077
2587,-1,-69.66,6.43,110.3843
2588,0,-28.24,-0.80,110.2540
2589,-1,-36.85,2.99,110.1280
2590,0,209.92,-13.97,110.0569
2591,0,55.17,-5.62,109.8541
2592,-1,4.46,-8.16,109.8002
2593,-1,16.29,-8.45,109.6831
2594,-1,-92.30,9.05,109.6805
2595,1,58.81,-3.41,109.2305
2596,0,1.81,0.46,109.0456
2597,0,19.75,-2.43,109.0197
2598,0,-19.21,2.78,108.9482
2599,0,0.00,0.00,108.7021
2600,0,0.00,0.00,108.6671
2601,0,27.67,-3.53,108.5810
2602,0,-20.55,0.48,108.2922
2603,0,4.95,1.67,108.1445
2604,1,-43.62,4.61,107.7045
2605,-1,-16.66,-4.29,107.6680
2606,-1,-61.05,4.09,107.6317
2607,1,61.44,-3.73,107.6262
2608,-4,-21.56,3.81,107.4397
2609,0,-10.18,0.77,107.2709
2610,0,-1.25,0.41,107.0063
2611,2,85.07,1.05,106.8745
2612,-1,-25.22,2.01,106.6235
2613,0,-282.43,13.67,106.5961
2614,0,-151.90,12.90,106.5828
2615,0,14.96,-1.00,106.4988
2616,1,63.43,-13.10,106.1031
2617,0,4.84,-0.42,105.9571
2618,0,73.50,-10.98,105.7250
2619,0,0.00,0.00,105.5559
2620,0,18.95,-4.52,105.5208
2621,-1,-64.84,4.38,105.4956
2622,0,0.00,0.00,105.4664
2623,1,57.58,-7.76,105.3994
2624,-1,70.18,-5.69,105.2841
2625,0,14.96,-1.00,105.2698
2626,-3,-180.77,2.84,105.1768
2627,0,0.00,0.00,105.1630
2628,-1,-43.02,5.38,105.1321
2629,0,35.98,-3.35,105.0300
2630,-1,37.17,-12.34,104.9879
2631,0,0.00,0.00,104.9847
2632,1,106.99,-6.18,104.9175
2633,-1,-115.99,9.17,104.9025
2634,0,-23.12,1.46,104.8376
2635,0,8.92,-1.20,104.7666
2636,0,14.89,-2.77,104.3920
2637,0,24.89,-2.22,104.3294
2638,0,-11.99,0.59,104.2864
2639,-1,4.64,-8.15,104.2533
2640,4,218.15,-11.26,104.1179
2641,1,44.25,4.67,104.0490
2642,0,-14.77,0.56,103.6933
2643,0,7.53,0.77,103.6517
2644,-1,-73.28,5.83,103.6248
2645,0,9.29,-1.44,103.5386
2646,0,-38.87,4.26,103.4333
2647,-1,-73.28,5.83,103.3108
2648,0,31.67,-3.17,103.3077
2649,0,7.28,0.83,103.2715
2650,0,1.81,0.46,103.2432
2651,0,62.07,-7.98,103.1363
2652,-1,-73.28,5.83,103.0005
2653,-1,7.67,3.81,102.9980
2654,0,7.20,0.00,102.9359
2655,-1,-46.11,-2.48,102.7130
2656,0,20.35,-0.40,102.6594
2657,-1,-16.66,-4.29,102.5849
2658,0,-12.68,0.51,102.5738
2659,-1,4.64,-8.15,102.3428
2660,0,8.78,-2.37,101.9909
2661,1,0.32,2.41,101.8844
2662,1,30.89,-6.46,101.7446
2663,-1,-5.02,-4.59,101.7132
2664,0,-25.28,2.49,101.6267
2665,-1,-89.73,6.43,101.4243
2666,0,0.00,0.00,101.4101
2667,1,105.50,-11.34,101.3802
2668,-1,15.86,-8.48,101.2591
2669,0,-7.54,-0.03,101.1049
2670,2,-108.99,19.67,101.0676
2671,-1,16.29,-8.45,101.0552
2672,0,0.00,0.00,100.9996
2673,4,248.20,-5.33,100.9665
2674,0,4.64,0.29,100.8590
2675,1,-12.85,2.15,100.5154
2676,0,62.07,-7.98,100.4876
2677,-1,25.77,-12.02,100.1420
2678,0,2.72,0.38,99.9601
2679,0,-2.68,-0.24,99.8385
2680,0,35.50,-3.12,99.7691
2681,0,-12.97,-3.38,99.7459
2682,1,64.19,-3.42,99.7306
2683,0,11.88,-0.08,99.7065
2684,-1,-59.41,2.43,99.2140
2685,1,118.27,-2.50,99.2045
2686,0,-20.37,2.04,99.1595
2687,2,-63.40,-1.92,98.9940
2688,0,0.00,0.00,98.9926
2689,0,-15.84,1.78,98.8742
2690,0,24.77,-1.23,98.7613
2691,1,84.76,-5.97,98.4972
2692,0,11.89,-0.60,98.3627
2693,0,-8.50,6.18,98.3202
2694,1,56.91,-4.01,98.3005
2695,0,-1.76,1.23,98.2138
2696,-1,-66.90,5.70,98.1451
2697,-2,-111.46,6.75,98.0890
2698,1,47.33,-6.68,97.8779
2699,1,57.95,-0.48,97.6695
2700,1,50.77,-3.63,97.6392
2701,0,-12.37,1.36,97.4844
2702,0,-102.50,5.60,97.4762
2703,0,14.96,-1.00,97.4285
2704,0,-35.00,0.93,97.3770
2705,0,6.07,-3.49,97.3532
2706,0,103.42,-1.46,97.1921
2707,0,-19.82,2.19,97.1204
2708,0,13.55,-0.02,97.0555
2709,-1,-93.68,3.41,96.7998
2710,1,56.26,2.39,96.7990
2711,0,24.23,-1.35,96.6437
2712,0,-19.87,1.85,96.6093
2713,0,0.00,0.00,96.5731
2714,1,-128.05,6.70,96.5458
2715,0,-41.64,3.83,96.3914
2716,-3,-186.03,10.52,96.2371
2717,1,-128.05,6.70,95.8930
2718,1,30.48,3.60,95.7720
2719,-1,-60.80,6.73,95.6978
2720,1,68.35,-4.36,95.5427
2721,0,-203.12,14.73,95.5171
2722,-1,-51.01,4.99,95.3870
2723,0,-10.68,0.33,95.2667
2724,-3,-41.17,2.30,95.1891
2725,0,40.75,-3.23,94.8815
2726,1,36.74,4.98,94.5922
2727,0,-2.00,-0.34,94.4749
2728,0,-2.00,-0.34,94.3403
2729,2,52.10,-0.21,94.3051
2730,-1,-63.13,5.57,94.1698
2731,0,25.82,-9.37,93.9561
2732,0,28.43,-2.68,93.9275
2733,0,28.39,-4.14,93.9096
2734,0,-33.84,4.60,93.7333
2735,-1,-115.44,3.91,93.6926
2736,0,-12.68,0.51,93.6644
2737,0,18.59,-0.53,93.3280
2738,0,-19.68,2.73,93.2643
2739,0,12.00,1.35,93.0836
2740,0,0.00,0.00,92.9678
2741,-2,-164.80,16.47,92.7374
2742,0,-12.02,2.28,92.7347
2743,1,-40.21,2.75,92.7264
2744,0,28.33,-9.63,92.6294
2745,3,22.08,8.83,92.6212
2746,2,22.30,3.32,92.5846
2747,0,0.00,0.00,92.5030
2748,3,154.02,-3.68,92.4178
2749,0,-23.09,0.49,92.3926
2750,-1,-95.93,3.24,92.2915
2751,1,43.45,-0.47,92.1248
2752,-1,14.24,2.11,92.0250
2753,-1,-90.44,7.24,91.8358
2754,1,-22.77,4.22,91.8072
2755,-1,-26.69,-7.57,91.6055
2756,1,59.31,4.01,91.5383
2757,3,270.08,-5.20,91.1707
2758,0,5.04,-0.02,91.1527
2759,0,-16.46,0.97,91.0765
2760,-1,-79.01,6.40,90.9777
2761,-1,-56.34,4.15,90.9451
2762,-2,-52.21,5.52,90.2544
2763,-2,-40.33,-1.14,90.2133
2764,-4,-201.10,7.94,90.0547
2765,0,71.46,-5.83,89.9579
2766,0,-2.05,-0.03,89.9294
2767,0,-74.05,5.59,89.8916
2768,0,-45.16,4.84,89.8359
2769,-1,-92.59,9.69,89.7211
2770,1,4.86,5.09,89.5052
2771,2,-2.40,0.25,89.4876
2772,0,0.00,0.00,89.4847
2773,-1,-115.45,6.63,89.3700
2774,0,-30.25,5.41,89.3582
2775,0,7.78,0.01,89.2804
2776,1,-54.49,3.55,89.2592
2777,1,253.09,-9.76,89.2369
2778,0,-43.79,2.38,89.1421
2779,-1,-68.47,5.61,89.1173
2780,0,-4.58,7.22,89.0583
2781,-1,-68.87,7.72,88.9836
2782,0,-27.62,4.13,88.7184
2783,0,-8.30,-0.42,88.6776
2784,-1,-84.56,5.17,88.3825
2785,0,-8.18,-0.24,88.2719
2786,0,5.84,-0.57,88.2678
2787,0,0.00,0.00,88.0072
2788,0,0.00,0.00,87.8902
2789,0,44.65,-2.76,87.7086
2790,0,-36.74,0.80,87.6833
2791,1,27.31,4.93,87.4980
2792,0,-26.17,2.74,87.4293
2793,0,22.79,-8.08,87.2805
2794,1,48.18,-0.69,87.2413
2795,1,32.36,2.66,87.1463
2796,-1,-48.21,-5.84,86.9410
2797,0,52.52,-5.06,86.8280
2798,-1,8.34,2.22,86.7066
2799,0,4.59,-8.63,86.2944
2800,0,62.07,-7.98,86.0716
2801,0,0.00,0.00,85.9566
2802,0,29.95,-0.63,85.9065
2803,0,18.16,-0.78,85.6735
2804,1,-25.73,3.92,85.5525
2805,1,-40.95,5.15,85.5518
2806,0,-47.33,5.69,85.5200
2807,0,9.91,-0.81,85.4136
2808,0,-46.27,2.36,85.3143
2809,0,11.55,-0.20,85.2263
2810,3,153.28,-0.00,85.1661
2811,0,-10.68,0.33,84.8827
2812,0,-47.33,5.69,84.5591
2813,0,0.00,0.00,84.4006
2814,1,-11.31,3.95,84.3641
2815,3,-25.94,1.54,84.3230
2816,0,-49.54,8.31,84.2854
2817,1,80.42,-3.93,84.0542
2818,0,-12.55,0.19,83.8007
2819,-2,-52.83,-2.53,83.7995
2820,0,6.35,-3.01,83.0808
2821,1,31.52,4.77,82.9972
2822,0,-32.03,9.06,82.7618
2823,0,39.75,-7.80,82.7411
2824,-1,30.53,-3.52,82.7330
2825,0,23.77,-2.37,82.6213
2826,-4,-30.62,2.84,82.4620
2827,0,-41.68,1.31,82.4522
2828,1,84.75,1.02,82.2258
2829,0,0.00,0.00,82.2030
2830,0,0.00,-5.45,82.1598
2831,-1,-35.45,1.59,82.0311
2832,0,-18.96,5.64,82.0064
2833,0,0.00,0.00,81.9772
2834,0,0.00,0.00,81.7968
2835,0,52.01,-16.45,81.7368
2836,0,-4.72,-2.27,81.3480
2837,0,-78.17,13.48,80.8877
2838,0,11.69,-1.06,80.7704
2839,1,130.36,-3.51,80.2246
2840,0,-12.02,1.37,80.1924
2841,0,-47.33,5.69,80.1566
2842,1,24.50,-3.39,80.0066
2843,2,125.73,-14.15,79.9222
2844,1,43.66,-0.42,79.8425
2845,0,13.66,-4.86,79.7386
2846,0,-30.45,1.95,79.7047
2847,0,0.00,-2.50,79.5828
2848,0,2.26,-1.77,79.1751
2849,2,125.73,-14.15,79.0715
2850,-1,-47.15,-9.93,78.9515
2851,0,76.77,-2.69,78.9124
2852,0,14.48,0.06,78.7876
2853,0,14.93,-5.61,78.1664
2854,0,0.00,0.00,78.0639
2855,0,-28.96,2.54,78.0628
2856,0,-34.81,4.27,77.9370
2857,-1,12.01,-7.17,77.8908
2858,0,64.12,-5.96,77.7372
2859,-1,-54.50,11.46,77.6499
2860,0,-20.27,2.24,77.6144
2861,1,151.41,-3.26,77.6038
2862,0,34.45,-9.40,77.5797
2863,0,30.85,-3.98,77.4911
2864,0,2.26,-2.02,77.4060
2865,-1,88.88,-9.04,77.3658
2866,1,85.18,3.93,77.3035
2867,0,22.36,-0.27,77.2349
2868,-1,-82.89,5.61,77.2282
2869,0,-69.20,11.44,77.0390
2870,0,0.00,0.00,76.8656
2871,0,14.74,-4.64,76.7123
2872,-2,-146.17,31.19,76.7027
2873,0,6.67,-0.18,76.6695
2874,1,54.55,1.76,76.6606
2875,0,-21.33,0.81,76.6474
2876,0,-9.61,-0.80,76.5826
2877,0,-20.47,0.46,76.3277
2878,0,6.99,-0.05,76.3185
2879,0,-10.00,1.56,76.3157
2880,0,-8.30,-0.42,76.2561
2881,1,14.79,1.96,76.0471
2882,0,-12.00,-1.45,75.9646
2883,0,33.00,-5.49,75.8128
2884,0,18.34,-4.62,75.8092
2885,0,76.32,-0.53,75.7982
2886,0,-16.96,0.48,75.7933
2887,0,92.92,-4.33,75.7677
2888,0,5.27,-6.43,75.7252
2889,0,0.00,0.00,75.6634
2890,1,189.56,-14.28,75.6185
2891,0,-2.03,2.17,75.4718
2892,0,2.17,-2.55,75.2932
2893,1,-11.21,-4.10,75.2879
2894,-1,-37.60,0.73,75.1128
2895,0,0.00,-2.16,74.9437
2896,0,20.67,-8.99,74.8889
2897,0,64.48,-15.78,74.8349
2898,1,45.95,1.14,74.8296
2899,0,-6.45,0.44,74.6695
2900,0,-2.01,2.56,74.6647
2901,0,0.00,0.00,74.4320
2902,0,-61.56,11.95,74.1767
2903,0,43.07,-3.87,73.9476
2904,0,0.00,0.00,73.9020
2905,0,67.55,-10.78,73.7761
2906,0,-31.17,7.01,73.7379
2907,0,43.97,-4.59,73.7303
2908,0,10.15,-0.08,73.4936
2909,0,-25.69,-5.75,73.3152
2910,0,15.70,-2.30,73.0428
